"occ_id","Record.ID","Data.Resource.ID","Data.Resource.Name","Institution.ID","Institution","Collection.ID","Collection","Licence","Catalogue.Number","Taxon.Concept.GUID","Scientific.Name...original","Vernacular.name...original","Scientific.Name","Taxon.Rank","Vernacular.name","Kingdom","Phylum","Class","Order","Family","Genus","Species","Institution.Code","Collection.Code","Locality","Latitude...original","Longitude...original","Geodetic.datum...original","Latitude","Longitude","Coordinate.Uncertainty.in.Metres","Country...parsed","State...parsed","Minimum.elevation.in.meters","Maximum.elevation.in.meters","Minimum.depth.in.meters","Maximum.depth.in.meters","Individual.count","Year","Month","Basis.Of.Record","Basis.Of.Record...original","Occurrence.status","Sex","Taxonomic.Quality","Location.Quality","Collector","identified._.by","identified._.date","Record.number","raw._.sampling._.protocol","event._.id","Occurrence.status.assumed.to.be.present","Coordinates.are.out.of.range.for.species","Coordinates.dont.match.supplied.country","Day.and.month.transposed","Depth.value.supplied.in.feet","Depth.value.non.numeric","Depth.out.of.range","First.of.the.month","First.of.the.year","Identification.date.before.occurrence.date","Incomplete.collection.date","Invalid.collection.date","Name.not.in.national.checklists","Name.not.recognised","Collector.name.unparseable","Supplied.country.not.recognised","Kingdom.not.recognised","Type.status.not.recognised","Unrecognized.geodetic.datum","valid_coord",".val",".equ",".zer",".cap",".cen",".sea",".otl",".gbf",".inst",".summary"
"occ_374","71359936-4c4e-4485-9975-59a737d77590","dr143","Base de dados da coleção Ictiológica do MNRJ","in1","Museu Nacional do Rio de Janeiro","co101","Coleção Ictiológica do MNRJ","CC-BY-NC",10957,233082,"Astyanax bimaculatus",NA,"Astyanax bimaculatus","species","Twospot astyanax","Animalia","Chordata","Actinopteri","Characiformes","Characidae","Astyanax","Astyanax bimaculatus","MNRJ","ICTIOLOGIAMNRJ","canal ligando lagoa Feia à lagoa da Ribeira, Distrito de Quissamã, Macaé, RJ",-22.11138889,-41.34194444,"unknown",-22.11138889,-41.34194444,NA,"",NA,NA,NA,NA,NA,"7",1981,11,"PreservedSpecimen","PreservedSpecimen","present",NA,"true","true","L.E.M.Cardoso","L.E.M.Cardoso","1983-01-01",NA,NA,"LME81112802","true","false","false","false","false","false","false","false","false","false","false","false","true","false","false","true","false","false","true",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"occ_375","4c4dda62-7389-4662-9378-ecdf2a771864","dr143","Base de dados da coleção Ictiológica do MNRJ","in1","Museu Nacional do Rio de Janeiro","co101","Coleção Ictiológica do MNRJ","CC-BY-NC",28997,170053,"Astyanax altiparanae",NA,"Astyanax","genus","Astynaxes","Animalia","Chordata","Actinopteri","Characiformes","Characidae","Astyanax","","MNRJ","ICTIOLOGIAMNRJ","canal do rio Piumhi, confluência da foz do ribeirão das Minhocas, município de Capitólio, Minas Gerais",-20.53194444,-46045,"unknown",-20.53194444,-46045,NA,"",NA,NA,NA,NA,NA,"3",2006,1,"PreservedSpecimen","PreservedSpecimen","present",NA,"true","false","","F.L.K.Salgado","2011-01-01",NA,NA,"OMF2006011201","true","true","false","false","false","false","false","false","false","false","false","false","true","false","false","true","false","false","true",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"occ_376","82ee2d13-c0a8-469d-ac55-bb85a90153f6","dr143","Base de dados da coleção Ictiológica do MNRJ","in1","Museu Nacional do Rio de Janeiro","co101","Coleção Ictiológica do MNRJ","CC-BY-NC",25439,138595,"Astyanax saltor",NA,"Astyanax saltor","species","Piaba","Animalia","Chordata","Actinopteri","Characiformes","Characidae","Astyanax","Astyanax saltor","MNRJ","ICTIOLOGIAMNRJ","Cachimbo, Pa.",NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,"1",1955,6,"PreservedSpecimen","PreservedSpecimen","present",NA,"true","","L. Travassos","J.R.Gomes","2008-01-01",NA,NA,"LT55061701","true","false","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false","false","false",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"occ_377","6e131339-476a-472a-90f9-7369d830b301","dr143","Base de dados da coleção Ictiológica do MNRJ","in1","Museu Nacional do Rio de Janeiro","co101","Coleção Ictiológica do MNRJ","CC-BY-NC",16273,170053,"Astyanax",NA,"Astyanax","genus","Astynaxes","Animalia","Chordata","Actinopteri","Characiformes","Characidae","Astyanax","","MNRJ","ICTIOLOGIAMNRJ","rio Grande, (formador do r. Dois Rios, afl.m.dir.r. Paraíba do Sul), próximo à fazenda Cachoeira",-21.86666667,-42.03333333,"unknown",-21.86666667,-42.03333333,NA,"",NA,NA,NA,NA,NA,"1",1988,11,"PreservedSpecimen","PreservedSpecimen","present",NA,"true","true","E.P. Caramaschi et al.","H.S.Thiago","1990-01-01",NA,NA,"PPS8811118","true","false","false","false","false","false","false","false","false","false","false","false","true","false","false","true","false","false","true",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"occ_378","f3d40484-54bd-43af-b810-d49a03c2983f","dr143","Base de dados da coleção Ictiológica do MNRJ","in1","Museu Nacional do Rio de Janeiro","co101","Coleção Ictiológica do MNRJ","CC-BY-NC",10938,233082,"Astyanax bimaculatus",NA,"Astyanax bimaculatus","species","Twospot astyanax","Animalia","Chordata","Actinopteri","Characiformes","Characidae","Astyanax","Astyanax bimaculatus","MNRJ","ICTIOLOGIAMNRJ","Fazenda da Salgada e S. José (entre Itaperuna e Miracema), Município de Itaperuna, Est. do Rio",-21.28333333,-42,"unknown",-21.28333333,-42,NA,"",NA,NA,NA,NA,NA,"59",1943,NA,"PreservedSpecimen","PreservedSpecimen","present",NA,"true","true","Antenor L. Carvalho","","",NA,NA,"ALC43000001","true","false","false","false","false","false","false","false","false","false","true","false","true","false","false","true","false","false","true",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"occ_379","402c6339-38fb-4cb9-9b9a-b6d64656c092","dr143","Base de dados da coleção Ictiológica do MNRJ","in1","Museu Nacional do Rio de Janeiro","co101","Coleção Ictiológica do MNRJ","CC-BY-NC",13163,170053,"Astyanax",NA,"Astyanax","genus","Astynaxes","Animalia","Chordata","Actinopteri","Characiformes","Characidae","Astyanax","","MNRJ","ICTIOLOGIAMNRJ","Córrego Baixão, margem direita do rio Tocantins, na estrada provisória que vai da UHE Serra da Mesa para a *",NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,"13",1987,12,"PreservedSpecimen","PreservedSpecimen","present",NA,"true","","D.F. Moraes","H.R.Secioso","1994-01-01",NA,NA,"PCB8712034","true","false","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false","false","false",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"occ_380","6b61e508-47cf-4f7b-b906-8f5d6059aaf4","dr143","Base de dados da coleção Ictiológica do MNRJ","in1","Museu Nacional do Rio de Janeiro","co101","Coleção Ictiológica do MNRJ","CC-BY-NC",22094,233203,"Astyanax fasciatus",NA,"Astyanax fasciatus","species","Mexican tetra","Animalia","Chordata","Actinopteri","Characiformes","Characidae","Astyanax","Astyanax fasciatus","MNRJ","ICTIOLOGIAMNRJ","rio Santo Antônio (Camelo), Palmeiras, BA",-12.42694444,-41.43027778,"unknown",-12.42694444,-41.43027778,NA,"",NA,NA,NA,NA,NA,"12",1999,11,"PreservedSpecimen","PreservedSpecimen","present",NA,"true","true","A.Clistenes","A.Clistenes","2001-01-01",NA,NA,"ACAS99110801","true","false","false","false","false","false","false","false","false","false","false","false","true","false","false","true","false","false","true",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"occ_381","3b3df8ec-fa65-43c4-a330-d6944a156f62","dr143","Base de dados da coleção Ictiológica do MNRJ","in1","Museu Nacional do Rio de Janeiro","co101","Coleção Ictiológica do MNRJ","CC-BY-NC",13153,170053,"Astyanax",NA,"Astyanax","genus","Astynaxes","Animalia","Chordata","Actinopteri","Characiformes","Characidae","Astyanax","","MNRJ","ICTIOLOGIAMNRJ","Córrego afluente do córrego São Bento (afluente do rio Preto, margem direita do rio Tocantins)",NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,"50",1987,12,"PreservedSpecimen","PreservedSpecimen","present",NA,"true","","D.F.Moraes Jr.","H.R.Secioso","1994-01-01",NA,NA,"PCB8712036","true","false","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false","false","false",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"occ_382","6531c33e-a256-4ab1-8c89-3e382f7694c4","dr143","Base de dados da coleção Ictiológica do MNRJ","in1","Museu Nacional do Rio de Janeiro","co101","Coleção Ictiológica do MNRJ","CC-BY-NC",22699,170053,"Astyanax",NA,"Astyanax","genus","Astynaxes","Animalia","Chordata","Actinopteri","Characiformes","Characidae","Astyanax","","MNRJ","ICTIOLOGIAMNRJ","rio Toalhas, Lençóis, BA",-12.52111111,-41.37638889,"unknown",-12.52111111,-41.37638889,NA,"",NA,NA,NA,NA,NA,"89",1999,11,"PreservedSpecimen","PreservedSpecimen","present",NA,"true","true","A.Clistenes","A.Clistenes","2000-01-01",NA,NA,"ACAS99110701","true","false","false","false","false","false","false","false","false","false","false","false","true","false","false","true","false","false","true",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"occ_383","6505937e-07b8-4716-aadf-03f3f120762a","dr143","Base de dados da coleção Ictiológica do MNRJ","in1","Museu Nacional do Rio de Janeiro","co101","Coleção Ictiológica do MNRJ","CC-BY-NC",21992,264425,"Astyanax hamatilis",NA,"Astyanax hamatilis","species","Lambari","Animalia","Chordata","Actinopteri","Characiformes","Characidae","Astyanax","Astyanax hamatilis","MNRJ","ICTIOLOGIAMNRJ","rio Ribeirão, Lençóis, BA",-12.58611111,-41.3825,"unknown",-12.58611111,-41.3825,NA,"",NA,NA,NA,NA,NA,"113",1999,11,"PreservedSpecimen","PreservedSpecimen","present",NA,"true","true","A.Clistenes","F.Melo","2014-01-01",NA,NA,"ACAS99110605","true","false","false","false","false","false","false","false","false","false","false","false","true","false","false","true","false","false","true",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"occ_384","767d238e-e781-4ab3-ab76-96504888f1e0","dr143","Base de dados da coleção Ictiológica do MNRJ","in1","Museu Nacional do Rio de Janeiro","co101","Coleção Ictiológica do MNRJ","CC-BY-NC",4044,170053,"Astyanax",NA,"Astyanax","genus","Astynaxes","Animalia","Chordata","Actinopteri","Characiformes","Characidae","Astyanax","","MNRJ","ICTIOLOGIAMNRJ","Assunção, Rio Paraguay",NA,NA,"",NA,NA,NA,"Paraguay",NA,NA,NA,NA,NA,"1",1944,6,"PreservedSpecimen","PreservedSpecimen","present",NA,"true","","Comissão Científica do Brasil","","",NA,NA,"CCB44060001","true","false","false","false","false","false","false","false","false","false","true","false","true","false","false","false","false","false","false",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"occ_385","61d43630-3a2e-42d6-9aca-d1421eb49401","dr143","Base de dados da coleção Ictiológica do MNRJ","in1","Museu Nacional do Rio de Janeiro","co101","Coleção Ictiológica do MNRJ","CC-BY-NC",21986,170053,"Astyanax",NA,"Astyanax","genus","Astynaxes","Animalia","Chordata","Actinopteri","Characiformes","Characidae","Astyanax","","MNRJ","ICTIOLOGIAMNRJ","rio Mucugezinho Lençóis, BA",-12.47444444,-41.45472222,"unknown",-12.47444444,-41.45472222,NA,"",NA,NA,NA,NA,NA,"16",1999,11,"PreservedSpecimen","PreservedSpecimen","present",NA,"true","true","A.Clistenes","A.Clistenes","2001-01-01",NA,NA,"ACAS99110501","true","false","false","false","false","false","false","false","false","false","false","false","true","false","false","true","false","false","true",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"occ_386","29eef31a-50e5-4988-ab4a-bc4702d3ff7b","dr143","Base de dados da coleção Ictiológica do MNRJ","in1","Museu Nacional do Rio de Janeiro","co101","Coleção Ictiológica do MNRJ","CC-BY-NC",11353,170053,"Astyanax",NA,"Astyanax","genus","Astynaxes","Animalia","Chordata","Actinopteri","Characiformes","Characidae","Astyanax","","MNRJ","ICTIOLOGIAMNRJ","rio Cafuso, Paraguai",NA,NA,"",NA,NA,NA,"Paraguay",NA,NA,NA,NA,NA,"1",1944,2,"PreservedSpecimen","PreservedSpecimen","present",NA,"true","","Poadtiaguim","P.A.Buckup","2015-01-01",NA,NA,"PO44020001","true","false","false","false","false","false","false","false","false","false","true","false","true","false","false","false","false","false","false",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"occ_387","73ed54d9-1a3f-42cf-8bac-ab2784bc4a1c","dr143","Base de dados da coleção Ictiológica do MNRJ","in1","Museu Nacional do Rio de Janeiro","co101","Coleção Ictiológica do MNRJ","CC-BY-NC",13665,170053,"Astyanax",NA,"Astyanax","genus","Astynaxes","Animalia","Chordata","Actinopteri","Characiformes","Characidae","Astyanax","","MNRJ","ICTIOLOGIAMNRJ","Rio Itabapoana, Bom Jesus de Itabapoana",NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,"30",1992,6,"PreservedSpecimen","PreservedSpecimen","present",NA,"true","","C.R.S.F.Bizerril","C.R.S.F.Bizerril","1992-01-01",NA,NA,"CRSFB92061001","true","false","false","false","false","false","false","false","false","true","false","false","true","false","false","false","false","false","false",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"occ_388","432e7e89-193f-45fd-a781-3101f0e1efb6","dr143","Base de dados da coleção Ictiológica do MNRJ","in1","Museu Nacional do Rio de Janeiro","co101","Coleção Ictiológica do MNRJ","CC-BY-NC",29493,170053,"Astyanax",NA,"Astyanax","genus","Astynaxes","Animalia","Chordata","Actinopteri","Characiformes","Characidae","Astyanax","","MNRJ","ICTIOLOGIAMNRJ","riacho na fazenda São Nicolau (margem esquerda da bacia de Juruena), município de Cotriguaçu",-9.859166667,-58.25555556,"unknown",-9.859166667,-58.25555556,NA,"",NA,NA,NA,NA,NA,"3",2006,5,"PreservedSpecimen","PreservedSpecimen","present",NA,"true","true","P.A.Buckup,L.F.S.Ingenito,I.L.Assumpção, *","M.N.Mehanna","2006-01-01",NA,NA,"PAB2006050501","true","false","false","false","false","false","false","false","false","true","false","false","true","false","false","true","false","false","true",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"occ_389","4025aeef-1cd4-4b08-a61c-8f00eb4485a9","dr143","Base de dados da coleção Ictiológica do MNRJ","in1","Museu Nacional do Rio de Janeiro","co101","Coleção Ictiológica do MNRJ","CC-BY-NC",28285,170053,"Astyanax itajuba",NA,"Astyanax","genus","Astynaxes","Animalia","Chordata","Actinopteri","Characiformes","Characidae","Astyanax","","MNRJ","ICTIOLOGIAMNRJ","lago Mimoso no rio Juquia, Registro",NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,"3",1977,5,"PreservedSpecimen","PreservedSpecimen","present",NA,"true","","J.C.Garavello","O.T.Oyakawa","2005-01-01",NA,NA,"JCG77051601","true","false","false","false","false","false","false","false","false","false","true","false","true","false","false","false","false","false","false",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"occ_390","35d0fd7a-c811-481e-9009-082dfd56c3e8","dr143","Base de dados da coleção Ictiológica do MNRJ","in1","Museu Nacional do Rio de Janeiro","co101","Coleção Ictiológica do MNRJ","CC-BY-NC",21629,233203,"Astyanax fasciatus",NA,"Astyanax fasciatus","species","Mexican tetra","Animalia","Chordata","Actinopteri","Characiformes","Characidae","Astyanax","Astyanax fasciatus","MNRJ","ICTIOLOGIAMNRJ","rio Mogi-Guaçú, Est. Experimental de Biologia e Piscicultura, Pirassununga, São Paulo",NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,"23",1946,12,"PreservedSpecimen","PreservedSpecimen","present",NA,"true","","Lauro Travassos","F.A.G.Melo","2001-01-01",NA,NA,"LT46120101","true","false","false","false","false","false","false","false","false","false","true","false","true","false","false","false","false","false","false",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"occ_391","30d17ad0-437b-4ea6-a40f-39c8c00a98ec","dr143","Base de dados da coleção Ictiológica do MNRJ","in1","Museu Nacional do Rio de Janeiro","co101","Coleção Ictiológica do MNRJ","CC-BY-NC",20740,202564,"Astyanax parahybae",NA,"Astyanax parahybae","species","Lambari","Animalia","Chordata","Actinopteri","Characiformes","Characidae","Astyanax","Astyanax parahybae","MNRJ","ICTIOLOGIAMNRJ","Rio Paraíba do Sul, Barra do Piraí, RJ, Br 116 em frente ao Ribeirão das Palmeiras",NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,"1",1999,9,"PreservedSpecimen","PreservedSpecimen","present",NA,"true","","B.C.T.Peixoto","F.A.G.Melo","2003-01-01",NA,NA,"BCTP99092201","true","false","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false","false","false",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"occ_392","3a5977e4-c0ce-4323-b678-447bb8a816b3","dr143","Base de dados da coleção Ictiológica do MNRJ","in1","Museu Nacional do Rio de Janeiro","co101","Coleção Ictiológica do MNRJ","CC-BY-NC",29735,170053,"Astyanax",NA,"Astyanax","genus","Astynaxes","Animalia","Chordata","Actinopteri","Characiformes","Characidae","Astyanax","","MNRJ","ICTIOLOGIAMNRJ","igarapé (margem esquerda da bacia de Juruena), fazenda São Nicolau, município de Cotriguaçu",-9.839444444,-58.27833333,"unknown",-9.839444444,-58.27833333,NA,"",NA,NA,NA,NA,NA,"3",2006,5,"PreservedSpecimen","PreservedSpecimen","present",NA,"true","true","P.A.Buckup,L.F.S.Ingenito,I.L.Assumpção *","M.N.Mehanna","2006-01-01",NA,NA,"PAB2006050704","true","false","false","false","false","false","false","false","false","true","false","false","true","false","false","true","false","false","true",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"occ_393","723a0125-0465-4603-833f-4ae5eb692388","dr143","Base de dados da coleção Ictiológica do MNRJ","in1","Museu Nacional do Rio de Janeiro","co101","Coleção Ictiológica do MNRJ","CC-BY-NC",11182,170053,"Astyanax",NA,"Astyanax","genus","Astynaxes","Animalia","Chordata","Actinopteri","Characiformes","Characidae","Astyanax","","MNRJ","ICTIOLOGIAMNRJ","rio Sambabaia, afluente do rio Arinos, rodovia 163, km 200, Diamantino, Mato Grosso",NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,"13",1983,10,"PreservedSpecimen","PreservedSpecimen","present",NA,"true","","A.C.Domingos","","",NA,NA,"PPN83100002","true","false","false","false","false","false","false","false","false","false","true","false","true","false","false","false","false","false","false",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"occ_394","23ed28f1-356a-4582-a296-210f6fdcaa60","dr143","Base de dados da coleção Ictiológica do MNRJ","in1","Museu Nacional do Rio de Janeiro","co101","Coleção Ictiológica do MNRJ","CC-BY-NC",10979,233045,"Astyanax giton",NA,"Astyanax giton","species","Piaba do rio paraíba","Animalia","Chordata","Actinopteri","Characiformes","Characidae","Astyanax","Astyanax giton","MNRJ","ICTIOLOGIAMNRJ","Rio Braço",NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,"4",1945,2,"PreservedSpecimen","PreservedSpecimen","present",NA,"true","","J.Moojem","F.L.K.Salgado","2013-01-01",NA,NA,"JMO45022601","true","false","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false","false","false",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"occ_395","48135867-ee44-4914-898a-1f11151dba48","dr143","Base de dados da coleção Ictiológica do MNRJ","in1","Museu Nacional do Rio de Janeiro","co101","Coleção Ictiológica do MNRJ","CC-BY-NC",30441,138615,"Astyanax scabripinnis",NA,"Astyanax scabripinnis","species","Piaba sulana","Animalia","Chordata","Actinopteri","Characiformes","Characidae","Astyanax","Astyanax scabripinnis","MNRJ","ICTIOLOGIAMNRJ","rio das Antas, junto a rodovia SC-407, cerca de 7km da rodovia BR-282, sub-drenagem Tijucas",-27.63194444,-48.98944444,"unknown",-27.63194444,-48.98944444,NA,"",NA,NA,NA,NA,NA,"11",2007,1,"PreservedSpecimen","PreservedSpecimen","present",NA,"true","true","M.Britto","L.Ingenito","2007-01-01",NA,NA,"MRB2007012201","true","false","false","false","false","false","false","false","false","true","false","false","true","false","false","true","false","false","true",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
"occ_396","788d444e-fdce-4c83-8d0a-5e830d5e0e05","dr143","Base de dados da coleção Ictiológica do MNRJ","in1","Museu Nacional do Rio de Janeiro","co101","Coleção Ictiológica do MNRJ","CC-BY-NC",11136,233045,"Astyanax giton",NA,"Astyanax giton","species","Piaba do rio paraíba","Animalia","Chordata","Actinopteri","Characiformes","Characidae","Astyanax","Astyanax giton","MNRJ","ICTIOLOGIAMNRJ","Fazenda do Caboclo, norte do Estado do Espírito Santo",NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,"11",1967,8,"PreservedSpecimen","PreservedSpecimen","present",NA,"true","","Heber","F.L.K.Salgado","2013-01-01",NA,NA,"H67080001","true","false","false","false","false","false","false","false","false","false","true","false","true","false","false","false","false","false","false",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"occ_397","33ec4d3d-6518-4b6d-9bbd-ce46b16c16f3","dr143","Base de dados da coleção Ictiológica do MNRJ","in1","Museu Nacional do Rio de Janeiro","co101","Coleção Ictiológica do MNRJ","CC-BY-NC",11028,264403,"Astyanax taeniatus",NA,"Astyanax taeniatus","species","Mojarra","Animalia","Chordata","Actinopteri","Characiformes","Characidae","Astyanax","Astyanax taeniatus","MNRJ","ICTIOLOGIAMNRJ","riacho afluente do rio Macaé, mun. Macaé, RJ",-22.33055556,-42.01055556,"unknown",-22.33055556,-42.01055556,NA,"",NA,NA,NA,NA,NA,"4",1980,12,"PreservedSpecimen","PreservedSpecimen","present",NA,"true","true","L.E.M.Cardoso","","",NA,NA,"LEMC80120801","true","false","false","false","false","false","false","false","false","false","false","false","true","false","false","true","false","false","true",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"occ_398","76b5f821-ae23-4c64-9548-65b74b81e633","dr143","Base de dados da coleção Ictiológica do MNRJ","in1","Museu Nacional do Rio de Janeiro","co101","Coleção Ictiológica do MNRJ","CC-BY-NC",22536,233148,"Astyanax lacustris",NA,"Astyanax lacustris","species","Tambiú","Animalia","Chordata","Actinopteri","Characiformes","Characidae","Astyanax","Astyanax lacustris","MNRJ","ICTIOLOGIAMNRJ","rio Icatu, em Bom Fim, 12 Km a noroeste de Ibiraba",-10.70666667,-42.88805556,"unknown",-10.70666667,-42.88805556,NA,"",NA,NA,NA,NA,NA,"110",2001,8,"PreservedSpecimen","PreservedSpecimen","present",NA,"true","true","P.A.Buckup, A.T.Aranda, F.A.G.Melo, F.P.*","F.A.G.Melo","2002-01-01",NA,NA,"PAB2001081502","true","false","false","false","false","false","false","false","false","false","false","false","true","false","false","true","false","false","true",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"occ_399","336bb24c-8bae-4fe8-87ca-47b69273b587","dr143","Base de dados da coleção Ictiológica do MNRJ","in1","Museu Nacional do Rio de Janeiro","co101","Coleção Ictiológica do MNRJ","CC-BY-NC",29005,170053,"Astyanax",NA,"Astyanax","genus","Astynaxes","Animalia","Chordata","Actinopteri","Characiformes","Characidae","Astyanax","","MNRJ","ICTIOLOGIAMNRJ","córrego Tororama, Alfredo Chaves, ES",NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,"4",2005,5,"PreservedSpecimen","PreservedSpecimen","present",NA,"true","","R.L.Teixeira","L.M.Sarmento-Soares","2006-01-01",NA,NA,"RLT2005051301","true","false","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false","false","false",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"occ_400","3109d265-95b3-45e0-805b-fb4539bf8797","dr143","Base de dados da coleção Ictiológica do MNRJ","in1","Museu Nacional do Rio de Janeiro","co101","Coleção Ictiológica do MNRJ","CC-BY-NC",22167,170053,"Astyanax altiparanae",NA,"Astyanax","genus","Astynaxes","Animalia","Chordata","Actinopteri","Characiformes","Characidae","Astyanax","","MNRJ","ICTIOLOGIAMNRJ","rio Alambari, SP",NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,"3",1984,5,"PreservedSpecimen","PreservedSpecimen","present",NA,"true","","E.P.Caramaschi","F.A.G.Melo","2001-01-01",NA,NA,"EPC84051901","true","false","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false","false","false",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"occ_401","3f30383b-68cc-4e21-923f-8ad7babeb2c6","dr143","Base de dados da coleção Ictiológica do MNRJ","in1","Museu Nacional do Rio de Janeiro","co101","Coleção Ictiológica do MNRJ","CC-BY-NC",29774,170053,"Astyanax altiparanae",NA,"Astyanax","genus","Astynaxes","Animalia","Chordata","Actinopteri","Characiformes","Characidae","Astyanax","","MNRJ","ICTIOLOGIAMNRJ","canal do rio Piumhi, confluencia com foz do ribeirao Minhoca, municipio de Capitolio, MG",-20.53194444,-46045,"unknown",-20.53194444,-46045,NA,"",NA,NA,NA,NA,NA,"3",2006,1,"PreservedSpecimen","PreservedSpecimen","present",NA,"true","false","W.A.M.Peres","F.L.K.Salgado","2011-01-01",NA,NA,"WAMP2006011801","true","true","false","false","false","false","false","false","false","false","false","false","true","false","false","true","false","false","true",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"occ_402","3c9d3ed4-75f3-424a-80c2-6b33cc9ab600","dr143","Base de dados da coleção Ictiológica do MNRJ","in1","Museu Nacional do Rio de Janeiro","co101","Coleção Ictiológica do MNRJ","CC-BY-NC",25883,264352,"Astyanax hastatus",NA,"Astyanax hastatus","species","","Animalia","Chordata","Actinopteri","Characiformes","Characidae","Astyanax","Astyanax hastatus","MNRJ","ICTIOLOGIAMNRJ","rio Paineiras a jusante da ponte da estrada dos Bandeirantes",-23,-43.48333333,"unknown",-23,-43.48333333,NA,"",NA,NA,NA,NA,NA,"3",2003,1,"PreservedSpecimen","PreservedSpecimen","present",NA,"true","true","J.R.Gomes","J.R.Gomes","2003-01-01",NA,NA,"JRG2003010102","true","false","false","false","false","false","false","true","true","false","false","false","true","false","false","true","false","false","true",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"occ_403","5e332211-97de-4b95-972f-6abde2e75875","dr143","Base de dados da coleção Ictiológica do MNRJ","in1","Museu Nacional do Rio de Janeiro","co101","Coleção Ictiológica do MNRJ","CC-BY-NC",21271,170053,"Astyanax",NA,"Astyanax","genus","Astynaxes","Animalia","Chordata","Actinopteri","Characiformes","Characidae","Astyanax","","MNRJ","ICTIOLOGIAMNRJ","Laguna Ypua, Paraguai",NA,NA,"",NA,NA,NA,"Paraguay",NA,NA,NA,NA,NA,"1",1940,11,"PreservedSpecimen","PreservedSpecimen","present",NA,"true","","Leg. P.Wilim","F.A.G.Melo","2001-01-01",NA,NA,"PW40111001","true","false","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false","false","false",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
